date,time,id_str,text,user_friends_count,user_followers_count,user_location,user_screen_name,user_verified,coordinates,retweet_count
1/24/2018,13:47,9.56E+17,RT @dn_nation_world: Trump may be questioned in Russia probe. https://t.co/pu6bo7CEcU https://t.co/WkLpWhKTgD,2458,,"Detroit,MI USA",detroitnews,TRUE,,2
1/24/2018,13:47,9.56E+17,Sessions recused himself from Russia probe due to his contacts w/ Moscow’s US envoy during campaign. FBI Director W… https://t.co/k2ABkXJwiV,1926,,Global,JeffreyGuterman,TRUE,,22
1/24/2018,13:47,9.56E+17,"RT @NLWomensrights: 1 year after NL initiated #SheDecides we continue to support the ever growing movement, so that:

She Decides whether,…",1412,,,michielservaes,TRUE,,19
1/24/2018,13:47,9.56E+17,"@mikemorse34 @NBCNews @CNN One is before Trump pushed Comey to drop the investigation into Flynn, and the other is after",3927,,,ThePlumLineGS,TRUE,,0
1/24/2018,13:47,9.56E+17,Idk why trump hate black ppl so much. he clearly that “my bank account set up like...” problem too https://t.co/xtnBJCrOiJ,1801,,MKE • CHI,oddCouplemusic,TRUE,,0
1/24/2018,13:47,9.56E+17,"RT @CIAspygirl: Today, we'll find out if The Pope is the one person Trump won't nickname.... https://t.co/kk2jAsxsyi",3720,,"Washington, DC & New York City",djrothkopf,TRUE,,9
1/24/2018,13:47,9.56E+17,Must Read | Why Prime Minister Modi's talk of climate change in Davos was hogwash: @aruna_sekhar https://t.co/DtNun8BpXf via @dailyo_,1072,,New Delhi,JairajSinghR,TRUE,,8
1/24/2018,13:47,9.56E+17,The left’s version of the Koch Bros. is unsettling Democrats with impeachment talk - via @alexburnsNYT  https://t.co/aULXKhB02w,1988,,"Madison, Wis.",patrickdmarley,TRUE,,0
1/24/2018,13:47,9.56E+17,"""I've really liked what he's done for the economy... and frankly I want to honor that"" Lloyd Blankfein says of Pres… https://t.co/ZaCgYRUD3F",386,,,CNBC,TRUE,,59
1/24/2018,13:47,9.56E+17,"RT @TheRickyDavila: Let's be clear, Franklin Graham saying that God put trump in the Oval Office is disgusting. A sexual predator with a cr…",1822,,42nd Congressional District CA,peacock4ca42,TRUE,,7796
1/24/2018,13:47,9.56E+17,Saccone could underperform Trump by a LOT and still win. An average underperformance (11% below Trump's margin as o… https://t.co/RqcwQNEKwm,687,,david.anthony.byler at gmail,databyler,TRUE,,4
1/24/2018,13:47,9.56E+17,"RT @kharyp: If a Muslim student shot &amp; killed 2 15yo high school students &amp; wounded about a dozen more, Trump would’ve tried to ban them &amp;…",25359,,www.facebook.com/kananisongs,Savan_Kotecha,TRUE,,400
1/24/2018,13:47,9.56E+17,"RT @jacobkornbluh: Attention pollsters: John Kerry ""surprised his interlocutor by saying he was seriously considering running for president…",15394,,"Washington, DC",Daroff,TRUE,,9
1/24/2018,13:47,9.56E+17,@Nikiharrison83 @Nikiharrison83  I think you have been reading too much of that fake news Mr Trump mentions,657,,"Whitefield, Greater Manchester",GMPWhitefield,TRUE,,0
1/24/2018,13:47,9.56E+17,I'm sure Trump never thought about the chilling effect that his #MuslimBan would have across the globe. Trump's ban… https://t.co/zwC9ig81pw,1637,,"Washington, DC",KristenClarkeJD,TRUE,,10
1/24/2018,13:46,9.56E+17,"Thanks for listening to @NPR. Transcripts show me saying ""President Bush"" and ""President Obama"" or ""the president""… https://t.co/MArOhN1HTu",2055,,"Washington, DC",NPRinskeep,TRUE,,23
1/24/2018,13:46,9.56E+17,MSM: Tourism in US down as a result of Trump https://t.co/sOnQ8gl6Dg,101,,"New York, NY",realDennisLynch,TRUE,,14
1/24/2018,13:46,9.56E+17,"RT @SaysHummingbird: Lara Trump tells Fox that women who marched are too dumb to know why they're anti-Trump ""They just think that's the th…",3331,,LA ,RobertRayWisdom,TRUE,,5020
1/24/2018,13:46,9.56E+17,.@realDonaldTrump is headed to the World Economic Forum in Switzerland. https://t.co/UI0v1gVmAk https://t.co/GtXkA005Rq,715,,"Washington, DC",usnews,TRUE,,2
1/24/2018,13:46,9.56E+17,Emmanuel Macron invited to White House for first state visit of Trump administration https://t.co/2JftKF5E5j,1986,,"Washington, D.C.",anitakumar01,TRUE,,2
1/24/2018,13:46,9.56E+17,"RT @jmhansler: Sen. Manchin says on @NewDay that President Trump is ""sympathetic"" about DACA, but ""there might be people around him who are…",1270,,,NewDay,TRUE,,9
1/24/2018,13:46,9.56E+17,single best davos essay: must read https://t.co/ADhrA4enHB @nfergus,13104,,planet bloomberg,tomkeene,TRUE,,21
1/24/2018,13:46,9.56E+17,@RainbowSquidInk Yeah they made fun of Trump.,1257,,,stillgray,TRUE,,0
1/24/2018,13:46,9.56E+17,"RT @ianbremmer: Trump taking a hell of a beating at #Davos18 and he hasn’t shown up yet. 

#Modi #Merkel #Temer #Trudeau...",1306,,"Berlin, Germany",brentgofftv,TRUE,,276
1/24/2018,13:46,9.56E+17,@amyewalter @RonBrownstein Yes. Unemployment fell most in 2017 for non-Whites &amp; Hispanics without college degree --… https://t.co/zT24byiWZW,319,,"San Francisco, CA",JedKolko,TRUE,,0
1/24/2018,13:46,9.56E+17,@DemFromCT they've been existing for most of the past year.  we don't know if Mueller will have the goods on Trump/… https://t.co/bf9KBpsRPc,1587,,"Washington, DC",HotlineJosh,TRUE,,0
1/24/2018,13:46,9.56E+17,"Theresa May finds it impossible to make any headway in calls to Trump, Bloomberg reports, as the U.S. president nev… https://t.co/SbptLJYJjK",4107,,DC,mradamtaylor,TRUE,,1321
1/24/2018,13:46,9.56E+17,"Trump in the Middle East: Note Who Curses America, and Who Blesses It https://t.co/ind04Hm2Y8",836,,,continetti,TRUE,,1
1/24/2018,13:46,9.56E+17,@vstil I'd like to see Trump's tax returns. So would a lot of people. Wonder what he's hiding?,978,,London,chrispople,TRUE,,0
1/24/2018,13:46,9.56E+17,"President Trump's challenge at Davos: Putting ""America first"" while committing to free trade https://t.co/xQuwSZyUxI",324,,"New York, N.Y.",CBSMoneyWatch,TRUE,,0
1/24/2018,13:45,9.56E+17,Almost 8 in 10 Americans say President Donald Trump should testify under oath if asked to do so for the investigati… https://t.co/d1sYbnHQVS,343,,United States,MarchForTruth17,TRUE,,29
1/24/2018,13:45,9.56E+17,@KeithRockhold @NBCNews @CNN he couldn't have informed Trump of it in January if he came to the conclusion of it in… https://t.co/K3ta1nR6kH,3927,,,ThePlumLineGS,TRUE,,0
1/24/2018,13:45,9.56E+17,"RT @benwikler: It’s not the Trump economy. It’s the Yellen economy. Janet Yellen‘s term as Fed chair ended today, and you absolutely have t…",889,,,TimGuinee,TRUE,,1672
1/24/2018,13:45,9.56E+17,"RT @Southfive: No conspiracy theory is complete sans references to the Jooos!

The latest from @LeeSmithDC:

""Glenn Simpson, Conspiracy The…",3168,,Washington DC,cehoskinson,TRUE,,1
1/24/2018,13:45,9.56E+17,And the wall is no longer The Wall. What Dems once feared would be a hulking symbol of the nation’s inward turn has… https://t.co/nhFmRh3ogL,1405,,"Brooklyn, NY",russellberman,TRUE,,0
1/24/2018,13:45,9.56E+17,RT @JoeNBC: Fox News is declaring it is “TIME TO GO TO WAR” against the FBI. These anti-democratic tactics are launched the same day the in…,3720,,"Washington, DC & New York City",djrothkopf,TRUE,,10557
1/24/2018,13:45,9.56E+17,RT @jonallendc: NBC News: Has Trump backed himself into an immigration corner? https://t.co/LF3IckICjl,332,,"New York, NY",etjohnstone,TRUE,,5
1/24/2018,13:45,9.56E+17,FBI have identified a man who wanted to gun down employees at “fake news” CNN. It shouldn’t take another investigat… https://t.co/8qoypJ4kPw,2174,,"Washington, DC",lucia_graves,TRUE,,0
1/24/2018,13:45,9.56E+17,"@ajoaquin01 I used to believe that. ""Get the lies on the record."" Now: https://t.co/6bbjvjDdUy",1186,,New York City jr3@nyu.edu,jayrosen_nyu,TRUE,,0
1/24/2018,13:45,9.56E+17,"We want the dollar to be strong because:

High inflation is bad.

It imperils our role as the universal reserve cur… https://t.co/x6RTis6HA9",1025,,"Beverly Hills, CA",TheKevinDent,TRUE,,2
1/24/2018,13:45,9.56E+17,"It's not just Trump's wall and shutdown drama. A major sticking point in protecting dreamers, says @DavidNakamura,… https://t.co/BHZYONeDmN",2174,,Washington DC,byamberphillips,TRUE,,1
1/24/2018,13:45,9.56E+17,"A look at the history of The Drudge Report and how, 20 years after it first broke the Lewinsky story, it still attr… https://t.co/8cKfHFuNQp",4,,,mediagazer,TRUE,,1
1/24/2018,13:45,9.56E+17,Mueller spoke to Trump Cabinet members last year https://t.co/2ZHF5Q0hMm,9004,,"Washington, D.C.",HuffPostPol,TRUE,,43
1/24/2018,13:45,9.56E+17,"RT @ianbremmer: Trump taking a hell of a beating at #Davos18 and he hasn’t shown up yet. 

#Modi #Merkel #Temer #Trudeau...",8886,,"Washington, D.C.",thegarance,TRUE,,276
1/24/2018,13:45,9.56E+17,"a wall is not a panacea. physical borders are an aspect of security, but not the big ticket trump sells. thats why… https://t.co/qnlsdu304E",1187,,In the Arena ,ChrisCuomo,TRUE,,13
1/24/2018,13:45,9.56E+17,Trump's treatment of Pakistan could be his most dangerous foreign policy move yet. https://t.co/NZdw4XDgMh,2949,,Canada,macleans,TRUE,,2
1/24/2018,13:45,9.56E+17,RT @TheSunFootball: Man United star Juan Mata to meet with US President Donald Trump https://t.co/VSlTjrnLZf https://t.co/kPE63gwMG0,388,,London,TheSun,TRUE,,11
1/24/2018,13:45,9.56E+17,"POLITICO SCOOP: Trump picks tax lawyer as next IRS commissioner, sources say https://t.co/oT7hUHMOVg via… https://t.co/s1JlCA8Lr2",557,,"Washington, DC",playbookplus,TRUE,,0
1/24/2018,13:45,9.56E+17,Trump ally: Mueller interview may be a 'perjury trap' https://t.co/jZIL2L6ywl,558,,,MSNBC,TRUE,,338
1/24/2018,13:45,9.56E+17,Steller column: Too soon to cite Trump Effect in Arizona border humanitarian cases https://t.co/cp23fwMisW https://t.co/IUlU0QNyEt,4896,,"Tucson, Arizona",TucsonStar,TRUE,,0
1/24/2018,13:45,9.56E+17,Local Journalism Is Crucial In The Age Of Trump via @cforman  https://t.co/1vgzieNiMh,1986,,"Washington, D.C.",anitakumar01,TRUE,,2
1/24/2018,13:45,9.56E+17,"14/ If Trump knew Flynn lied to the FBI *before* he asked Comey to drop the Flynn investigation, that would be a si… https://t.co/FEU79Uf0q8",914,,"Chicago, IL",renato_mariotti,TRUE,,175
1/24/2018,13:45,9.56E+17,Man United star Juan Mata to meet with US President Donald Trump https://t.co/VSlTjrnLZf https://t.co/kPE63gwMG0,498,,,TheSunFootball,TRUE,,11
1/24/2018,13:45,9.56E+17,This divide between Democrat and Republican support for Israel over the Palestinians is the largest it's been in th… https://t.co/hiIQNNYDeO,247,,,voxdotcom,TRUE,,12
1/24/2018,13:45,9.56E+17,"14/ This should be a key focus for Mueller, because lying to the FBI is a crime. One very important question Muelle… https://t.co/2oUKB3o3VV",914,,"Chicago, IL",renato_mariotti,TRUE,,97
1/24/2018,13:45,9.56E+17,Lobbying Hits $3.9 Billion in Trump's First Year $ https://t.co/r5xPvt43WU @kackleyZ @shmcminn https://t.co/Xva8nRFLXH,3703,,"Washington, D.C.",CQnow,TRUE,,1
1/24/2018,13:45,9.56E+17,"For all the talk about ""resilience,"" the United States does not know if it is better prepared now than it was a yea… https://t.co/OcyIhZrpIS",517,,"Washington, DC",CarnegieRussia,TRUE,,2
1/24/2018,13:45,9.56E+17,13/ That contradicts a December 2nd tweet by Trump in which he said he knew Flynn lied when he fired him: https://t.co/PgtorK921Z,914,,"Chicago, IL",renato_mariotti,TRUE,,110
1/24/2018,13:44,9.56E+17,"11/ That said, it’s worth noting that FBI Deputy Director McCabe is the one who set up the Flynn interview. Since t… https://t.co/TQnGD44LNa",914,,"Chicago, IL",renato_mariotti,TRUE,,100
1/24/2018,13:44,9.56E+17,"10/ According to @NBCNews, the White House didn’t learn about the interview until two days later. That’s helpful to… https://t.co/4uckYICdDn",914,,"Chicago, IL",renato_mariotti,TRUE,,60
1/24/2018,13:44,9.56E+17,"The answer, I believe, is that it would cost them too much social capital with Trump. Maybe some of them say someth… https://t.co/2DGnheEsIV",995,,"Shawnee, Ok",TheAlanNoble,TRUE,,5
1/24/2018,13:44,9.56E+17,RT @jdawsey1: Brings to mind what Trump once said about shooting someone on Fifth Avenue. https://t.co/3WkUw76PDR,4485,,"Ann Arbor, MI",Azi,TRUE,,86
1/24/2018,13:44,9.56E+17,"RT @JuddLegum: Trump’s solar tariff backfires, hits red states harder than China https://t.co/JUBBB7mfu8",2965,,"New York, New York",markgongloff,TRUE,,1411
1/24/2018,13:44,9.56E+17,"5/ As @NBCNews noted, Mueller will interview Bannon by the end of the month and is seeking to interview Trump. This… https://t.co/hTSQtjoTiT",914,,"Chicago, IL",renato_mariotti,TRUE,,127
1/24/2018,13:44,9.56E+17,"4/ If true, it shows a pattern of behavior by Trump that supports Comey’s account that Trump pushed him to end the… https://t.co/8j9IGv90mE",914,,"Chicago, IL",renato_mariotti,TRUE,,71
1/24/2018,13:44,9.56E+17,3/ The fact that Mueller spoke to the Director of National Intelligence and National Security Agency is interesting… https://t.co/EcG9EdAy0G,914,,"Chicago, IL",renato_mariotti,TRUE,,60
1/24/2018,13:44,9.56E+17,1/ Today @NBCNews reported that Flynn initially hid news of his FBI interview from Trump and the White House. That’… https://t.co/MmOmeQtItM,914,,"Chicago, IL",renato_mariotti,TRUE,,128
1/24/2018,13:44,9.56E+17,RT @brhodes: Trump is so harmful to our image abroad that he can't visit London and he's decimating our tourism sector at home. https://t.c…,321,,"Manhattan, NY",StahlGilda,TRUE,,1241
1/24/2018,13:44,9.56E+17,"RT @RealSaavedra: HAPPENING RIGHT NOW:

FOX NEWS: Federal investigators have an ""informant"" that is revealing to them corruption at the hig…",50150,,"Washington, DC",JessieJaneDuff,TRUE,,399
1/24/2018,13:44,9.56E+17,RT @Shareblue: Lara Trump to Fox: Women are too dumb to know why they march https://t.co/9BKEnhS2zn,3331,,LA ,RobertRayWisdom,TRUE,,122
1/24/2018,13:44,9.56E+17,"“No one should expect Pakistan, a proud country with strident nationalism of its own, to submit to a U.S. president… https://t.co/FSTSf4PSER",1609,,"Washington, DC",fispahani,TRUE,,5
1/24/2018,13:44,9.56E+17,RT @qz: Trump’s solar tariffs may well cost US taxpayers more than $400 million https://t.co/4323NUEIlP,1353,,"New York, NY",ManuBhagavan,TRUE,,18
1/24/2018,13:44,9.56E+17,"RT @RealSaavedra: .@RepRatcliffe on 50,000+ missing texts from anti-Trump FBI agent Peter Strzok: ""If the ones I've seen are as alarming an…",50150,,"Washington, DC",JessieJaneDuff,TRUE,,160
1/24/2018,13:44,9.56E+17,‘Where did Christ refer to mulligans?’: CNN’s Camerota nails evangelicals for giving Trump a pass on adultery https://t.co/HqCiSutSkQ,3546,,"Washington, DC",RawStory,TRUE,,53
1/24/2018,13:44,9.56E+17,"Goldman CEO @lloydblankfein has 'really liked' what #Trump has done for the economy

#wef18 https://t.co/YboObBeJYW",229,,"New York, NY",SquawkCNBC,TRUE,,15
1/24/2018,13:44,9.56E+17,RT @russellberman: Schumer’s offer of wall funding may be ‘off the table’ for now but it will almost certainly come back: Dems &amp; advocates…,1632,,"ÜT: 38.908339,-77.040837",AdamSerwer,TRUE,,10
1/24/2018,13:44,9.56E+17,Under Trump the dollar has gone into the toilet And @stevenmnuchin1 is 100% wrong on it being good for American exp… https://t.co/pvxSDtgK1A,1025,,"Beverly Hills, CA",TheKevinDent,TRUE,,0
1/24/2018,13:44,9.56E+17,"@HotlineJosh sure, but i always scratch my head about analysis like this as if trump and mueller, each separately huge factors, don't exist.",1353,,"Newtown, CT",DemFromCT,TRUE,,0
1/24/2018,13:44,9.56E+17,Colin Jost and Michael Che told @LateNightSeth about the Mexican-themed skit @RealDonaldTrump refused to do on #SNL… https://t.co/pd6DijTx2R,1276,,New York and LA,YahooEnt,TRUE,,2
1/24/2018,13:44,9.56E+17,'Remarkable': Rachel #Maddow marvels at Trump team's Russia lies -- and explains the GOP's 'dramatic' FBI attacks https://t.co/oQwBBxE3VR,2422,,Oklahoma & Washington DC,SarahBurris,TRUE,,0
1/24/2018,13:43,9.56E+17,RT @benjaminpenn: Another @BloombergLaw scoop on @NLRB structural shakeups from new Trump appointees https://t.co/VdalIi5uPE,3988,,"Washington, D.C.",josheidelson,TRUE,,9
1/24/2018,13:43,9.56E+17,"RT @RonBrownstein: Failing to cover the diverse, prospering info-economy suburbs where Trump is under-performing any other recent Republica…",1648,,"New York, N.Y.",davidfolkenflik,TRUE,,152
1/24/2018,13:43,9.56E+17,RT @maggieNYT: McCabe told Trump his planned visit to the FBI was not a good idea right after he canned Comey https://t.co/DklRIoHowZ,1809,,"Washington, DC",KenDilanianNBC,TRUE,,212
1/24/2018,13:43,9.56E+17,"RT @kylegriffin1: Mueller’s team has spoken with CIA Director Mike Pompeo, Director of National Intelligence Dan Coats, Mike Rogers, the di…",1443,,"New York, NY",farnazfassihi,TRUE,,461
1/24/2018,13:43,9.56E+17,And it's really red -- Trump won there by 20 points in 2016.,687,,david.anthony.byler at gmail,databyler,TRUE,,0
1/24/2018,13:43,9.56E+17,"RT @john_sipher: Ouch. ""The most easily manipulated group in American politics."" https://t.co/H0qkSUYufp",1809,,"Washington, DC",KenDilanianNBC,TRUE,,136
1/24/2018,13:43,9.56E+17,JUST IN: Trump’s Switzerland Trip Turns Into Humiliating Disaster; Everyone Hates Donald https://t.co/jZboWCqUMc,46225,,"Washington, DC",Bipartisanism,TRUE,,27
1/24/2018,13:43,9.56E+17,"There's a discrepancy in the reporting.

@NBCNews reports WH counsel McGhan first concluded Flynn lied to FBI in ""l… https://t.co/Oo9prJmRZz",3927,,,ThePlumLineGS,TRUE,,77
1/24/2018,13:43,9.56E+17,"RT @MSNBC: Tourism to U.S. is down since President Trump took office, costing $4.6 billion and 40,000 jobs https://t.co/GalpCBOv4S",1149,,Empire State,RachelMcKibbens,TRUE,,12405
1/24/2018,13:43,9.56E+17,RT @GrahamTonks1: Sadiq Khan set to meet Clintons on first foreign trip as Mayor  https://t.co/coDG6aEqFt. He doesn’t want president Trump…,67,,,UKIP_Assembly,TRUE,,182
1/24/2018,13:43,9.56E+17,"RT @kharyp: If a Muslim student shot &amp; killed 2 15yo high school students &amp; wounded about a dozen more, Trump would’ve tried to ban them &amp;…",1095,,,MaureenShaw,TRUE,,400
1/24/2018,13:43,9.56E+17,"@LaurenMaeve @GawainTowler All good campaigns need merchandise. Trump's hats, next #gawainsgowns?",3273,,London,asabenn,TRUE,,0
1/24/2018,13:43,9.56E+17,"RT @ChadBown: Studies show Trump's tariffs on solar &amp; washers will likely cause the loss of more jobs than they save. 

Both Bush &amp; Obama a…",1999,,Mexico City ,RWhelanWSJ,TRUE,,46
1/24/2018,13:43,9.56E+17,The Trump administration's resistence to Obamacare enrollment turned the (shortened) enrollment period into a giant… https://t.co/XpYvkdjBSF,2784,,"Brooklyn, NY",evanmcmurry,TRUE,,0
1/24/2018,13:43,9.56E+17,RT @washingtonpost: Opinion: Republicans launch extraordinary new tactics to protect Trump on Russia https://t.co/5xFq8kxOan,321,,"Manhattan, NY",StahlGilda,TRUE,,430
1/24/2018,13:42,9.56E+17,"RT @AndyOstroy: Hmmm... what to talk to the American people about: 50,000 alleged texts or 2 dead students in KY. Once again @POTUS makes h…",889,,,TimGuinee,TRUE,,7
1/24/2018,13:42,9.56E+17,"Jeff Sessions recused himself from Russia investigation, apparently straining his relationship with Trump. But it's… https://t.co/aa3tJr2mTz",593,,"Toronto, Ontario",anirvanghosh,TRUE,,1
1/24/2018,13:42,9.56E+17,"RT @tribelaw: Still more evidence of Trump’s disrespect for the vital tradition of #FBI independence, an unwritten pillar of the rule of la…",10272,,Oslo,morten,TRUE,,744
1/24/2018,13:42,9.56E+17,We must hold Trump to the promise he made six months ago — that he would be willing to speak to Mueller UNDER OATH… https://t.co/CYQ6bO8K7X,12199,,"California, USA",MikeLevinCA,TRUE,,491
1/24/2018,13:42,9.56E+17,"RT @waltshaub: The implications of Trump's question are serious, not just for the investigation of his campaign but for the impartiality of…",3731,,DC,JohnWonderlich,TRUE,,503
1/24/2018,13:42,9.56E+17,RT @Doc_0: You only get headlines like this when the writers understand the actual story so poorly that they don't realize Trump is sarcast…,974,,"Manassas, VA/Winchester, VA",ChrisRBarron,TRUE,,389
1/24/2018,13:42,9.56E+17,U.S. defends America First agenda ahead of Trump visit to Davos https://t.co/rnAswHEiPq,393,,United States,ReutersPolitics,TRUE,,4
1/24/2018,13:42,9.56E+17,"RT @JohnWDean: Trump and the GOP, with EVERYTHING they do, embarrass me as an American. Can’t these people see they are making fools of the…",321,,"Manhattan, NY",StahlGilda,TRUE,,1622
1/24/2018,13:42,9.56E+17,".@JohnFMcKeon on @realDonaldTrump's ""devastating blow to the renewable energy industry.""
https://t.co/WyG7vbs7PP",691,,"Trenton, N.J.",njassemblydems,TRUE,,0
1/24/2018,13:42,9.56E+17,"RT @CaptainsLog2O18: I have to head into work right now
 
But I'm really, really hoping to see @TomPrigg2018 surpass his Trump lovinng oppo…",889,,,TimGuinee,TRUE,,609
1/24/2018,13:42,9.56E+17,"RT @ianbremmer: Trump taking a hell of a beating at #Davos18 and he hasn’t shown up yet. 

#Modi #Merkel #Temer #Trudeau...",321,,"Manhattan, NY",StahlGilda,TRUE,,276
1/24/2018,13:42,9.56E+17,West Bank - Kerry To Abbas Confidante: 'Stay Strong And Do Not Give In To Trump' https://t.co/EtWMvQ0TUb,161,,New York,VINNews,TRUE,,0
1/24/2018,13:42,9.56E+17,U.S. defends America First agenda ahead of Trump visit to Davos https://t.co/aSc3tIb357 https://t.co/ahmU0O2RDe,1776,,"New York, NY",YahooFinance,TRUE,,3
1/24/2018,13:42,9.56E+17,RT @Wonkblog: Canada banks on Trump’s hatred for red tape to save NAFTA https://t.co/TKnJQKev2S,976,,YWG to DCA,suzyji,TRUE,,3
1/24/2018,13:41,9.56E+17,"Davod 2018: Team Trump argues world trade war is in place - and US troops are coming
https://t.co/lT8wzOhW8M",607,,"London, UK",Telegraph,TRUE,,9
1/24/2018,13:41,9.56E+17,"Trump taking a hell of a beating at #Davos18 and he hasn’t shown up yet. 

#Modi #Merkel #Temer #Trudeau...",1198,,,ianbremmer,TRUE,,276
1/24/2018,13:41,9.56E+17,"Trump to Schumer: No wall, no DACA deal https://t.co/Duv70s9BP2 https://t.co/gLe8ftkooV",1115,,,CNN,TRUE,,167
1/24/2018,13:41,9.56E+17,"This isn't stark enough nor accurate enough. More like:

1. Fox: ""New FBI texts exonerate Trump &amp; prove Hillary Cli… https://t.co/4EtUOUM55R",1852,,RT = Paid Endorsement ,BenHowe,TRUE,,9
1/24/2018,13:41,9.56E+17,RT @danpfeiffer: This story will get little coverage but it is much more politically consequential than  Trump’s tweets or whether Wilbur R…,1239,,New York,husca,TRUE,,5905
1/24/2018,13:41,9.56E+17,i have never said trump doesnt deserve credit. that is a big fat lie. what i say is the truth: it is too soon to te… https://t.co/S3j2rT7p17,1187,,In the Arena ,ChrisCuomo,TRUE,,19
1/24/2018,13:41,9.56E+17,Donald Trump dials back on 'America First' agenda while rubbing elbows with elites at Davos @WEF #wef18 https://t.co/QJ4u9vWyct,2422,,Oklahoma & Washington DC,SarahBurris,TRUE,,1
1/24/2018,13:41,9.56E+17,RT @OhNoSheTwitnt: Friendly reminder that Trump calls him “Cryin’ Chuck” because he teared up a bit once when talking about his family who…,1836,,"Iowa City, IA",julesk_fighter,TRUE,,6058
1/24/2018,13:41,9.56E+17,"Wow, this is BAD reporting! The FBI blamed Samsung, not Trump! https://t.co/MWiTMPdAsS",791,,"Milledgeville, GA",EddieZipperer,TRUE,,3
1/24/2018,13:41,9.56E+17,"Perkins Defends Giving Trump A ""Mulligan"" On Adultery: Evangelicals Understand Second Chances [VIDEO] -… https://t.co/ENN0ceaGNE",1280,,BlockedByTrump,JoeMyGod,TRUE,,6
1/24/2018,13:41,9.56E+17,"Europe’s answer to #Trump &amp; #Brexit. #Germany’s #Merkel says the future is  multilateral &amp; not about being first, b… https://t.co/3BHxcC2gqs",1306,,"Berlin, Germany",brentgofftv,TRUE,,8
1/24/2018,13:41,9.56E+17,"RT @ggreenwald: No discussion of women &amp; the Trump/Russia debate is complete without featuring @mashagessen, whose work is not only as meti…",228,,"San Francisco, CA",granick,TRUE,,151
1/24/2018,13:41,9.56E+17,"WATCH: Seth Meyers records ""the tiny voice in the back of Trump’s head"" https://t.co/YCawU2oTht https://t.co/yEnqVTM8vC",889,,"Washington, DC",thehill,TRUE,,26
1/24/2018,13:41,9.56E+17,"RNC chair: Trump asking the FBI director who he voted for was ""just a conversation"" https://t.co/yUkbC9axEO https://t.co/RdiXirLMdQ",105,,"Washington, DC",dcexaminer,TRUE,,5
1/24/2018,13:40,9.56E+17,"RT @SRuhle: Wilbur Ross says we are in a trade war. 
President Trump says we are not. 
We may need to get @jonathanvswan to find out if thi…",5832,,"Manhattan, NY",jennablan,TRUE,,128
1/24/2018,13:40,9.56E+17,Obama’s endless war &amp; illegal use of drones is why I ran for U.S.Senate in 2016. Sadly after a year of warning Colo… https://t.co/F3asSSSM3q,1891,,"Colorado, USA",ArnMenconi,TRUE,,3
1/24/2018,13:40,9.56E+17,RT @thinkprogress: Trump’s solar tariff backfires: It hits red states and U.S. taxpayers harder than China https://t.co/swOWvSpTtx https://…,1230,,"I'm rockin Haddon Twp., N.J.",LesBowen,TRUE,,109
1/24/2018,13:40,9.56E+17,"RT @BrittWhitmire: The #Trump WH wants so much to celebrate Ds ""caving"" re #Shutdown 

But, they can't...

Because:

1) Sessions sit down w…",7327,,,maysoonzayid,TRUE,,2
